💰 資本: NT$30000.00 | 持倉: 0 | 勝率: --% | PnL: NT$0.00
💰 資本: NT$30055.50 | 未實現: NT$60.12 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.2h
💰 資本: NT$30055.50 | 未實現: NT$61.08 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.2h
💰 資本: NT$30055.50 | 未實現: NT$62.22 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.2h
💰 資本: NT$30055.50 | 未實現: NT$62.22 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.1h
💰 資本: NT$30055.50 | 未實現: NT$62.22 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.1h
💰 資本: NT$30055.50 | 未實現: NT$73.17 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.1h
💰 資本: NT$30055.50 | 未實現: NT$73.17 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.0h
💰 資本: NT$30055.50 | 未實現: NT$66.26 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.0h
💰 資本: NT$30055.50 | 未實現: NT$66.26 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.0h
💰 資本: NT$30055.50 | 未實現: NT$66.26 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.9h
💰 資本: NT$30055.50 | 未實現: NT$65.67 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.9h
💰 資本: NT$30055.50 | 未實現: NT$65.67 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.9h
💰 資本: NT$30055.50 | 未實現: NT$54.50 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.8h
💰 資本: NT$30055.50 | 未實現: NT$54.50 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.8h
💰 資本: NT$30055.50 | 未實現: NT$53.54 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.8h
💰 資本: NT$30055.50 | 未實現: NT$49.82 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.7h
💰 資本: NT$30055.50 | 未實現: NT$49.82 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.7h
💰 資本: NT$30055.50 | 未實現: NT$49.82 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.7h
💰 資本: NT$30055.50 | 未實現: NT$37.60 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.6h
💰 資本: NT$30055.50 | 未實現: NT$30.35 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.6h
💰 資本: NT$30055.50 | 未實現: NT$31.08 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.6h
💰 資本: NT$30055.50 | 未實現: NT$31.27 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.5h
💰 資本: NT$30055.50 | 未實現: NT$43.96 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.5h
💰 資本: NT$30055.50 | 未實現: NT$43.22 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.5h
💰 資本: NT$30055.50 | 未實現: NT$28.44 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.4h
💰 資本: NT$30055.50 | 未實現: NT$28.44 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.4h
💰 資本: NT$30055.50 | 未實現: NT$29.33 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.4h
💰 資本: NT$30055.50 | 未實現: NT$25.86 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.3h
💰 資本: NT$30055.50 | 未實現: NT$25.86 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.3h
💰 資本: NT$30055.50 | 未實現: NT$4.13 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.3h
💰 資本: NT$30055.50 | 未實現: NT$-1.61 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.2h
💰 資本: NT$30055.50 | 未實現: NT$-1.61 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.2h
💰 資本: NT$30055.50 | 未實現: NT$-0.70 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.2h
💰 資本: NT$30055.50 | 未實現: NT$-0.82 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.1h
💰 資本: NT$30055.50 | 未實現: NT$-1.18 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.1h
💰 資本: NT$30055.50 | 未實現: NT$3.77 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.1h
💰 資本: NT$30055.50 | 未實現: NT$3.77 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.0h
💰 資本: NT$30055.50 | 未實現: NT$3.77 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.0h
💰 資本: NT$30055.50 | 未實現: NT$3.77 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 44.0h
💰 資本: NT$30055.50 | 未實現: NT$1.27 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.9h
💰 資本: NT$30055.50 | 未實現: NT$-10.62 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.9h
💰 資本: NT$30055.50 | 未實現: NT$-10.72 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.9h
💰 資本: NT$30055.50 | 未實現: NT$-10.72 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.8h
💰 資本: NT$30055.50 | 未實現: NT$-11.58 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.8h
💰 資本: NT$30055.50 | 未實現: NT$-11.40 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.8h
💰 資本: NT$30055.50 | 未實現: NT$-11.07 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 43.7h
📍 平倉 SELL btctwd | TIME_EXIT | PnL: NT$-16.85 (-0.05%)
🚀 開倉 SELL btctwd @ 2129999.9 | 信心: 60% | 倉位: NT$33371 | 止損: 0.6% | 日線強勢空頭, 4H空頭, EMA8<21
💰 資本: NT$30038.65 | 未實現: NT$-11.07 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.7h
❄️ 冷卻中，到 2026-03-28T12:04:00.589Z
💰 資本: NT$30038.65 | 未實現: NT$37.25 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.6h
💰 資本: NT$30038.65 | 未實現: NT$44.33 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.6h
💰 資本: NT$30038.65 | 未實現: NT$43.23 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.6h
💰 資本: NT$30038.65 | 未實現: NT$43.23 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.5h
💰 資本: NT$30038.65 | 未實現: NT$-16.02 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.5h
💰 資本: NT$30038.65 | 未實現: NT$-41.52 | 持倉: 2 | 勝率: 66.7% | 報酬: 0.13% | 剩餘: 43.5h
📍 平倉 SELL ethtwd | TIME_EXIT | PnL: NT$1.96 (0.14%)
💰 資本: NT$30040.61 | 未實現: NT$-71.58 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.4h
💰 資本: NT$30040.61 | 未實現: NT$-73.54 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.4h
💰 資本: NT$30040.61 | 未實現: NT$-73.99 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.4h
💰 資本: NT$30040.61 | 未實現: NT$-67.67 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.3h
💰 資本: NT$30040.61 | 未實現: NT$-52.91 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.3h
💰 資本: NT$30040.61 | 未實現: NT$-52.91 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.3h
💰 資本: NT$30040.61 | 未實現: NT$-49.90 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.2h
💰 資本: NT$30040.61 | 未實現: NT$-24.11 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.2h
💰 資本: NT$30040.61 | 未實現: NT$-12.40 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.2h
💰 資本: NT$30040.61 | 未實現: NT$-12.40 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.1h
💰 資本: NT$30040.61 | 未實現: NT$22.64 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.1h
💰 資本: NT$30040.61 | 未實現: NT$22.64 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.1h
💰 資本: NT$30040.61 | 未實現: NT$4.22 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.0h
💰 資本: NT$30040.61 | 未實現: NT$2.66 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.0h
💰 資本: NT$30040.61 | 未實現: NT$-8.43 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 43.0h
💰 資本: NT$30040.61 | 未實現: NT$-8.43 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.9h
💰 資本: NT$30040.61 | 未實現: NT$-11.27 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.9h
💰 資本: NT$30040.61 | 未實現: NT$-49.44 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.9h
💰 資本: NT$30040.61 | 未實現: NT$-55.59 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.8h
💰 資本: NT$30040.61 | 未實現: NT$-49.44 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.8h
💰 資本: NT$30040.61 | 未實現: NT$-49.44 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.8h
💰 資本: NT$30040.61 | 未實現: NT$-49.44 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.7h
💰 資本: NT$30040.61 | 未實現: NT$-49.44 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.7h
💰 資本: NT$30040.61 | 未實現: NT$-69.27 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.7h
💰 資本: NT$30040.61 | 未實現: NT$-69.27 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.6h
💰 資本: NT$30040.61 | 未實現: NT$-69.27 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.6h
💰 資本: NT$30040.61 | 未實現: NT$-70.72 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.6h
💰 資本: NT$30040.61 | 未實現: NT$-70.72 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.5h
💰 資本: NT$30040.61 | 未實現: NT$-77.22 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.5h
💰 資本: NT$30040.61 | 未實現: NT$-75.91 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.5h
💰 資本: NT$30040.61 | 未實現: NT$-72.74 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.4h
💰 資本: NT$30040.61 | 未實現: NT$-72.74 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.4h
💰 資本: NT$30040.61 | 未實現: NT$-72.24 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.4h
💰 資本: NT$30040.61 | 未實現: NT$-70.72 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.3h
💰 資本: NT$30040.61 | 未實現: NT$-28.82 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.3h
💰 資本: NT$30040.61 | 未實現: NT$-45.58 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.3h
💰 資本: NT$30040.61 | 未實現: NT$-45.58 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.2h
💰 資本: NT$30040.61 | 未實現: NT$-88.69 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.2h
💰 資本: NT$30040.61 | 未實現: NT$-142.19 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.2h
💰 資本: NT$30040.61 | 未實現: NT$-135.41 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.1h
💰 資本: NT$30040.61 | 未實現: NT$-156.67 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.1h
💰 資本: NT$30040.61 | 未實現: NT$-171.22 | 持倉: 1 | 勝率: 75.0% | 報酬: 0.14% | 剩餘: 42.1h
📍 平倉 SELL btctwd | STOP_LOSS | PnL: NT$-380.92 (-1.14%)
🚀 開倉 SELL btctwd @ 2152151.9 | 信心: 81% | 倉位: NT$34702 | 止損: 0.6% | 日線強勢空頭, 4H空頭, RSI超買+空頭(77)
💰 資本: NT$29659.69 | 未實現: NT$-380.92 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 42.0h
📊 復盤 #1 | 近5筆勝率: 60.0% | 盈虧比: 0.51 | 報酬: -1.13%
  💡 盈虧比<1，虧損大於獲利，需檢視止損/止盈設定
  💡 平均虧損遠大於平均獲利，止損太寬或止盈太早
  💡 時間止損頻繁，市場可能處於盤整，降低交易頻率
  💡 btctwd表現差(虧393)，暫時減少該市場交易
❄️ 冷卻中，到 2026-03-28T13:44:01.136Z
💰 資本: NT$29659.69 | 未實現: NT$65.31 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 42.0h
💰 資本: NT$29659.69 | 未實現: NT$62.88 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.9h
💰 資本: NT$29659.69 | 未實現: NT$87.66 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.9h
💰 資本: NT$29659.69 | 未實現: NT$118.11 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.9h
💰 資本: NT$29659.69 | 未實現: NT$121.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.8h
💰 資本: NT$29659.69 | 未實現: NT$131.44 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.8h
💰 資本: NT$29659.69 | 未實現: NT$132.78 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.8h
💰 資本: NT$29659.69 | 未實現: NT$97.97 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.7h
💰 資本: NT$29659.69 | 未實現: NT$155.39 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.7h
💰 資本: NT$29659.69 | 未實現: NT$155.39 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.7h
💰 資本: NT$29659.69 | 未實現: NT$121.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.6h
💰 資本: NT$29659.69 | 未實現: NT$97.56 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.6h
💰 資本: NT$29659.69 | 未實現: NT$108.30 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.6h
💰 資本: NT$29659.69 | 未實現: NT$122.23 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.5h
💰 資本: NT$29659.69 | 未實現: NT$145.20 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.5h
💰 資本: NT$29659.69 | 未實現: NT$155.78 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.5h
💰 資本: NT$29659.69 | 未實現: NT$160.12 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.4h
💰 資本: NT$29659.69 | 未實現: NT$122.23 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.4h
💰 資本: NT$29659.69 | 未實現: NT$104.80 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.4h
💰 資本: NT$29659.69 | 未實現: NT$104.80 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.3h
💰 資本: NT$29659.69 | 未實現: NT$110.85 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.3h
💰 資本: NT$29659.69 | 未實現: NT$110.85 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.3h
💰 資本: NT$29659.69 | 未實現: NT$110.85 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.2h
💰 資本: NT$29659.69 | 未實現: NT$111.37 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.2h
💰 資本: NT$29659.69 | 未實現: NT$116.53 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.2h
💰 資本: NT$29659.69 | 未實現: NT$144.16 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.1h
💰 資本: NT$29659.69 | 未實現: NT$160.57 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.1h
💰 資本: NT$29659.69 | 未實現: NT$130.63 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.1h
💰 資本: NT$29659.69 | 未實現: NT$121.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.0h
💰 資本: NT$29659.69 | 未實現: NT$65.82 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.0h
💰 資本: NT$29659.69 | 未實現: NT$53.02 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 41.0h
💰 資本: NT$29659.69 | 未實現: NT$67.75 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.9h
💰 資本: NT$29659.69 | 未實現: NT$57.49 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.9h
💰 資本: NT$29659.69 | 未實現: NT$97.97 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.9h
💰 資本: NT$29659.69 | 未實現: NT$113.49 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.8h
💰 資本: NT$29659.69 | 未實現: NT$181.28 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.8h
💰 資本: NT$29659.69 | 未實現: NT$171.73 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.8h
💰 資本: NT$29659.69 | 未實現: NT$171.73 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.7h
💰 資本: NT$29659.69 | 未實現: NT$155.18 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.7h
💰 資本: NT$29659.69 | 未實現: NT$160.15 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.7h
💰 資本: NT$29659.69 | 未實現: NT$160.15 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.6h
💰 資本: NT$29659.69 | 未實現: NT$130.63 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.6h
💰 資本: NT$29659.69 | 未實現: NT$130.63 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.6h
💰 資本: NT$29659.69 | 未實現: NT$121.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.5h
💰 資本: NT$29659.69 | 未實現: NT$74.30 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.5h
💰 資本: NT$29659.69 | 未實現: NT$74.30 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.5h
💰 資本: NT$29659.69 | 未實現: NT$-7.73 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.4h
💰 資本: NT$29659.69 | 未實現: NT$-7.73 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.4h
💰 資本: NT$29659.69 | 未實現: NT$-75.95 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.4h
💰 資本: NT$29659.69 | 未實現: NT$-76.38 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.3h
💰 資本: NT$29659.69 | 未實現: NT$-65.31 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.3h
💰 資本: NT$29659.69 | 未實現: NT$4.23 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.3h
💰 資本: NT$29659.69 | 未實現: NT$5.11 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.2h
💰 資本: NT$29659.69 | 未實現: NT$-5.76 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.2h
💰 資本: NT$29659.69 | 未實現: NT$-5.76 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.2h
💰 資本: NT$29659.69 | 未實現: NT$-8.05 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.1h
💰 資本: NT$29659.69 | 未實現: NT$-10.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.1h
💰 資本: NT$29659.69 | 未實現: NT$-10.29 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.1h
💰 資本: NT$29659.69 | 未實現: NT$28.90 | 持倉: 1 | 勝率: 60.0% | 報酬: -1.13% | 剩餘: 40.0h
📍 平倉 SELL btctwd | TIME_EXIT | PnL: NT$9.87 (0.03%)
🚀 開倉 SELL btctwd @ 2151539.9 | 信心: 62% | 倉位: NT$34714 | 止損: 0.6% | 日線強勢空頭, 4H空頭, RSI高位+空頭趨勢(68)
💰 資本: NT$29669.56 | 未實現: NT$9.87 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 40.0h
💰 資本: NT$29669.56 | 未實現: NT$-12.92 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 40.0h
💰 資本: NT$29669.56 | 未實現: NT$-7.12 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.9h
💰 資本: NT$29669.56 | 未實現: NT$-7.12 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.9h
💰 資本: NT$29669.56 | 未實現: NT$8.71 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.9h
💰 資本: NT$29669.56 | 未實現: NT$8.71 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.8h
💰 資本: NT$29669.56 | 未實現: NT$8.71 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.8h
💰 資本: NT$29669.56 | 未實現: NT$26.42 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.8h
💰 資本: NT$29669.56 | 未實現: NT$0.10 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.7h
💰 資本: NT$29669.56 | 未實現: NT$0.10 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.7h
💰 資本: NT$29669.56 | 未實現: NT$0.10 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.7h
💰 資本: NT$29669.56 | 未實現: NT$0.10 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.6h
💰 資本: NT$29669.56 | 未實現: NT$-9.87 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.6h
💰 資本: NT$29669.56 | 未實現: NT$-15.70 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.6h
💰 資本: NT$29669.56 | 未實現: NT$-9.87 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.5h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.5h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.5h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.4h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.4h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.4h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.3h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.3h
💰 資本: NT$29669.56 | 未實現: NT$-34.70 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.3h
💰 資本: NT$29669.56 | 未實現: NT$-38.06 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.2h
💰 資本: NT$29669.56 | 未實現: NT$-18.89 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.2h
💰 資本: NT$29669.56 | 未實現: NT$8.95 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.2h
💰 資本: NT$29669.56 | 未實現: NT$0.22 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.1h
💰 資本: NT$29669.56 | 未實現: NT$20.18 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.1h
💰 資本: NT$29669.56 | 未實現: NT$19.45 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.1h
💰 資本: NT$29669.56 | 未實現: NT$24.85 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.0h
💰 資本: NT$29669.56 | 未實現: NT$48.44 | 持倉: 1 | 勝率: 66.7% | 報酬: -1.10% | 剩餘: 39.0h
